Sector de actividade,CAE,Descrição do código da CAE,Nível de codificação,Distribuição do peso da divisão e grupo,Tipo de resultados,Categoria,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
Outros serviços,96,Outras actividades de serviços pessoais,Divisão,0,Variações,Volume de negócios,1991,-3.8,6.2,4.6,8,4,-1.1,-4.1,8.1,-7,-2,9.3,-2.3
Comércio,45,Comércio por grosso e a retalho; manutenção e reparação de veículos automóveis e motociclos ,Divisão,0,Variações,Volume de negócios,1991,-7.7,7.6,8.3,7.5,9.2,-2.9,-4.4,1.5,8.1,-9.7,5.2,-4
Comércio,46,"Comércio por grosso (inclui  agentes) , excepto de  veículos automóveis e motociclos ",Divisão,0,Variações,Volume de negócios,1991,6.8,-4.8,8.7,-3,-4.9,-2.1,8,7.7,7.4,5.4,0.4,8.6
Comércio,47,"Comércio a retalho, excepto de veículos automóveis e motociclos ",Divisão,0,Variações,Volume de negócios,1991,1.9,-8.6,-2.9,2.3,-7.3,5.2,-2.3,-2.8,-8.6,3.8,1.8,8.5
Comércio,451,Comércio de veículos automóveis ,Grupo,0,Variações,Volume de negócios,1991,7.8,-9,-5.9,-5.7,-5.4,-5.8,8.9,-7.7,-2.4,-5.9,4.8,-0.8
Comércio,452,Manutenção e reparação de veículos automóveis,Grupo,0,Variações,Volume de negócios,1991,7.1,-8,-0.9,1.1,7.4,-5.2,5.8,-2,-8.4,-2.9,0.8,9.9
Comércio,453,Comércio de peças e acessórios para veículos automóveis,Grupo,0,Variações,Volume de negócios,1991,-7,-5.9,-0.3,-7.9,3.7,-2.6,1.2,6.1,-3.4,4,9.7,5.3
Comércio,454,"Comércio, manutenção e reparação de motociclos, de suas peças e acessórios",Grupo,0,Variações,Volume de negócios,1991,-8.1,2.3,-9,-2.2,-2.3,6.3,3.9,-4,-3.6,1.5,2.3,-4.2
Comércio,461,Agentes do comércio por grosso,Grupo,0,Variações,Volume de negócios,1991,-6.3,-8.6,2.4,0.9,-9.1,-1.4,4.6,4.8,2.9,-8.6,6.4,5.9
Comércio,462,"Comércio por grosso de produtos agrícolas brutos, animais vivos",Grupo,0,Variações,Volume de negócios,1991,-0.4,-1.6,-8.6,9.5,1.8,-6,-7.5,10,-9.4,0.8,2.2,5
Comércio,463,"Comércio por grosso de  produtos alimentares, bebidas e tabaco",Grupo,0,Variações,Volume de negócios,1991,4.1,8.1,-5.5,8.8,6.1,-9.5,2.9,-6.4,6,-1.5,1.2,2.6
Comércio,464,"Comércio por grosso de bens de consumo, excepto alimentares, bebidas e tabaco",Grupo,0,Variações,Volume de negócios,1991,-3.2,-4.2,0.9,-9.6,2,-4.8,6.1,-1.8,-0.8,-2.3,-4.5,3.3
Comércio,465,Comércio por grosso de máquinas e equipamentos e suas partes,Grupo,0,Variações,Volume de negócios,1991,-8.4,7.5,-5.4,-7.7,6.9,-5.7,-2.8,5.9,-9.7,3.3,-8.5,-6.8
Comércio,466,Outro comércio por grosso especializado,Grupo,0,Variações,Volume de negócios,1991,-4.8,-9.1,-1.5,4.6,-4.3,1.4,-9.6,3,4.5,5.7,-0.8,-4.8
Comércio,469,Comércio por grosso não especializado,Grupo,0,Variações,Volume de negócios,1991,3.8,-2.6,0,8.6,6.3,7.6,-1.6,0.5,9.3,-4.7,4.8,2
Comércio,471,Comércio a retalho em estabelecimentos não especializados ,Grupo,0,Variações,Volume de negócios,1991,5.3,6.2,-8.7,1.7,9.5,2.9,6.8,7.1,-0.5,-4.2,1.1,-5.4
Comércio,472,"Comércio a retalho de produtos alimentares, bebidas e tabaco em estabelecimentos especializados ",Grupo,0,Variações,Volume de negócios,1991,7.9,3.6,-1.7,8.1,7.9,8.5,-6.1,9.2,8.9,-3.5,7.6,-5.2
Comércio,473,Comércio a retalho de combustível para veículos a motor em estabelecimentos especializados,Grupo,0,Variações,Volume de negócios,1991,-7.3,6.3,-5.8,-0.1,0.2,-9.1,-2.1,-9.2,6.4,2,8.9,-1.6
Comércio,474,Comércio a retalho de equipamento das tecnologias da informação e comunicações ( tic/ict) em estabelecimentos especializados ,Grupo,0,Variações,Volume de negócios,1991,-2.6,-9.3,-4.4,9.9,3.3,3.8,2.6,3.1,7.6,-1.7,-7.7,6.4
Comércio,475,"Comércio a retalho de outro equipamento para uso doméstico, em estabelecimentos especializados",Grupo,0,Variações,Volume de negócios,1991,-7.2,-6.6,3.2,7.9,8.2,2.1,5,4.9,-1.3,-8.4,-3,-5.7
Comércio,476,Comércio a retalho de bens culturais e recreativos em estabelecimentos especializados ,Grupo,0,Variações,Volume de negócios,1991,-6.5,-4.3,-5.7,6.8,-6.5,5.6,5.7,8,-3.1,-1.5,0.7,-4.4
Comércio,477,Comércio a retalho de outros produtos em estabelecimentos especializados ,Grupo,0,Variações,Volume de negócios,1991,-3.9,-7,-7.4,-3.7,-1.7,0.1,8.6,-9.6,-0.2,-8.6,-7.9,8.3
Alojamento e restauração,551,Estabelecimentos hoteleiros,Grupo,0,Variações,Volume de negócios,1991,-1,-8.5,2.9,2.9,-1.1,0.9,-4.2,5.4,-7.5,5,1.7,-7
Alojamento e restauração,552,Parques de campismo e  de caravanismo e de outros locais de curta duração ,Grupo,0,Variações,Volume de negócios,1991,-4.8,9.5,-1.3,-9.8,-1.6,0.2,-0.6,6.3,2.3,8.9,-4.8,6.4
Alojamento e restauração,559,Outros locais de alojamento,Grupo,0,Variações,Volume de negócios,1991,5.5,1.2,-4.1,4.9,6.9,1.4,1.3,6.8,2.5,-4.6,9.5,7.2
Alojamento e restauração,561,Restaurantes e actividades de restauração em meios movéis ,Grupo,0,Variações,Volume de negócios,1991,5.6,-7.8,-7.9,5.5,-2.7,-2,3.8,-3.8,7.4,6.9,9.2,1.2
Alojamento e restauração,562,Fornecimento de refeições  para eventos  e outras  actividades  de serviços de refeições ,Grupo,0,Variações,Volume de negócios,1991,3.9,-7.2,0.4,-2.4,7.4,4,2.7,7.8,-4.6,8.3,-8.1,9.5
Alojamento e restauração,563,Estabelecimentos de bebidas,Grupo,0,Variações,Volume de negócios,1991,-6.5,-9.4,-6.5,4,4,6.8,5.6,3.6,1,-6.8,5.3,4
Outros serviços,581,"Edição de livros, jornais e de outras publicações",Grupo,0,Variações,Volume de negócios,1991,-6.9,-3.8,-2.3,-6.7,1.5,6.1,7.1,4.8,1.2,7.2,-2.5,-2.9
Outros serviços,591,"Actividades cinematográficas, de vídeo e de  produção de programas de televisão ",Grupo,0,Variações,Volume de negócios,1991,1.7,4.5,-3.1,-2.7,-3.5,-9.6,-6.6,-0.8,-2.8,0.6,1.4,-7.1
Outros serviços,601,Actividades  de radio,Grupo,0,Variações,Volume de negócios,1991,2.8,-7.9,7.9,9.9,4.4,-6,-2.7,9.8,8.1,7.9,4.4,5.8
Outros serviços,602,Actividades de televisão ,Grupo,0,Variações,Volume de negócios,1991,6.9,-4.3,-0.2,4,5,-7,1.2,9.8,8.9,-9.1,-2.7,-7.1
Outros serviços,611,Actividades de telecomunicações por  fio,Grupo,0,Variações,Volume de negócios,1991,-6.9,2,8.2,7.4,-5.1,10,-3.8,-0.3,-7.7,8.7,3.7,-5
Outros serviços,612,Actividades de telecomunicações sem  fio,Grupo,0,Variações,Volume de negócios,1991,6.6,9.9,1.8,-5.6,-3.4,-0.1,-5.1,-6.3,-4.7,-5.5,-9.7,-0.8
Outros serviços,613,Actividades de telecomunicações por  satélite,Grupo,0,Variações,Volume de negócios,1991,-4.6,9,8.3,10,-0.5,-1.2,-7.3,-0.9,9.3,6,-0.8,7.2
Outros serviços,619,Outras actividades de telecomunicações ,Grupo,0,Variações,Volume de negócios,1991,3.4,4.4,5.6,7.8,8.6,-3.9,-1.1,-6.6,-9.4,-7.6,9.3,3.4
Outros serviços,620,Consultoria e programação  informática actividades  relacionadas  ,Grupo,0,Variações,Volume de negócios,1991,5.9,0.1,9.1,-3.1,9,-9.7,-9.2,8.8,5.9,-0.1,5.6,1.3
Outros serviços,639,Outras actividades dos serviços de informação,Grupo,0,Variações,Volume de negócios,1991,-3.5,7.9,-2.1,-2.2,-1.8,-7.4,-5.3,7,-4.5,-4.8,-8.1,-7.2
Outros serviços,651,Seguros ,Grupo,0,Variações,Volume de negócios,1991,-5.7,5.4,-2.6,4,-8.4,7.4,9.5,-4.7,4.3,-7.3,8.5,6.3
Outros serviços,681,Actividades imobiliarias por conta propria,Grupo,0,Variações,Volume de negócios,1991,-9.5,-1.7,-0.5,-7.1,2.9,-7,8,9.7,8.1,-1.6,-3.7,-8.2
Outros serviços,682,Actividades imobiliarias por conta de outrém,Grupo,0,Variações,Volume de negócios,1991,8.2,5.1,-8.2,2,-3.9,5.8,7.5,0.2,2.8,6.7,8.8,-6.2
Outros serviços,691,Actividades juridicas,Grupo,0,Variações,Volume de negócios,1991,9.4,-3.6,-9.4,2.2,-1,-9.1,-1.3,-4,-5.2,3,-0.2,-0.9
Outros serviços,692,"Actividades  de contabilidade e auditoria, consultoria fiscal",Grupo,0,Variações,Volume de negócios,1991,-3.8,2.2,8,-3.5,-2,-4.7,-3,-3.6,-1.9,2.2,1,-3.7
Outros serviços,701,Actividades das sedes sociais ,Grupo,0,Variações,Volume de negócios,1991,5.9,6,2.8,2.8,-1.6,-0.8,-4.5,2.5,1.1,-9.3,-4,-9.9
Outros serviços,702,Actividades de consultoria para os  negócios e a gestão,Grupo,0,Variações,Volume de negócios,1991,-7,7.3,-2.9,-9.1,-9.1,-3.7,1.2,-4.4,-0.9,2,-3.4,4.4
Outros serviços,711,"Actividades de arquitetura, de engenharia e técnicas afins",Grupo,0,Variações,Volume de negócios,1991,-8.8,-1.5,-2.6,8.2,-5,8.4,9.6,9.3,0.4,5,9.3,-0.9
Outros serviços,731,Publicidade,Grupo,0,Variações,Volume de negócios,1991,7.1,4.6,-1.2,5.2,1.7,-5.9,-7.7,8.6,8.7,-4.9,5.2,8.4
Outros serviços,732,Estudos de mercado e sondagens de opnião,Grupo,0,Variações,Volume de negócios,1991,-7.8,-9.9,-1.7,4.7,8.5,-7.4,1,9.6,9,9,4.1,5.5
Outros serviços,742,Actividades fotográficas,Grupo,0,Variações,Volume de negócios,1991,2.7,-1.9,7.9,9.5,1.9,-7.1,-8,8,0.6,2.5,-7.2,1.4
Outros serviços,749,"Outras actividades de consultoria,cíentificas, técnicas e similares, n.e.",Grupo,0,Variações,Volume de negócios,1991,-3.4,9.9,5,-1.9,-7.9,8.3,-5.4,-1.2,6.3,1.1,-3.2,-0.2
Outros serviços,750,Actividades veterínarias,Grupo,0,Variações,Volume de negócios,1991,6.4,7.3,-7.5,4.2,-9.6,-7.1,1,3.8,4.9,-9.2,-3,-6
Outros serviços,771, aluguer  de veículos automóveis,Grupo,0,Variações,Volume de negócios,1991,0.2,9.4,-0.8,2.8,7.5,5.8,7.1,7,-1.9,5.3,9.5,4.7
Outros serviços,773,"Aluguer de outras maquinas, equipamentos  ( sem operador) ",Grupo,0,Variações,Volume de negócios,1991,2.7,2.8,-7.3,-3.6,4.4,-0.1,-3.5,4.4,-2.7,3.8,9.1,-7.5
Outros serviços,791,Agências de viagem e  operadores turísticos ,Grupo,0,Variações,Volume de negócios,1991,8,8.9,4.8,-1.3,5.3,-7.2,-9.9,6.7,-4,5.8,-7.3,1.9
Outros serviços,801,Actividade de segurança privada ,Grupo,0,Variações,Volume de negócios,1991,2.9,-4.7,8.4,8.7,-4.8,2.6,-10,-9.4,4.9,8.8,-7.8,1.6
Outros serviços,802,Actividades relacionados com   sistemas  de segurança  ,Grupo,0,Variações,Volume de negócios,1991,-4.3,8.7,-7.9,-5.2,6.4,1.6,5,-5.8,6,-8.5,-3.2,-7.4
Outros serviços,811,Actividades combinadas de apoio a gestão de edificios,Grupo,0,Variações,Volume de negócios,1991,8.6,6.8,-7.5,-0.6,7.6,8.8,5.3,-6.9,3.6,0.1,3.5,5.1
Outros serviços,812,Actividades de limpeza ,Grupo,0,Variações,Volume de negócios,1991,9,-0.1,-2.3,3.5,3.8,3.9,5.6,7.2,-1.7,-7.2,5,1.6
Outros serviços,813,Actividades de plantação e manutenção de jardim,Grupo,0,Variações,Volume de negócios,1991,-6.7,-8.3,-6.3,9.8,1.5,-0.5,-6.5,-8.6,-1.8,8.9,-3.6,-1.1
Outros serviços,821,Actividades de serviços administrativos e  de apoio ,Grupo,0,Variações,Volume de negócios,1991,8.6,-0.1,5.7,-9.3,-3.5,5,-7,-1.7,9.8,0.2,-2.2,-5
Outros serviços,823,"Organização de feiras, congressos e outros eventos similares",Grupo,0,Variações,Volume de negócios,1991,-4.6,-5.6,-9.5,-4.6,3.7,-1.1,-9.3,-0.1,-6.4,-8.4,8.2,-2.4
Outros serviços,851,Educação pré-escolar e primário,Grupo,0,Variações,Volume de negócios,1991,-4,-0.4,-5.4,2.4,2.2,9.8,-5.2,6.7,9.1,5,5.7,6.4
Outros serviços,852,Ensino secundário,Grupo,0,Variações,Volume de negócios,1991,6.6,-7.3,5.1,3.4,-8.3,-2.3,0.7,-4.4,5.8,-2.6,5.1,7.7
Outros serviços,853,Ensino superior (inclui ensino pos secundario não superior ),Grupo,0,Variações,Volume de negócios,1991,-9.3,2.3,-1.9,2.2,1.7,4,-3.8,7.3,-3.5,5.3,6.6,3.4
Outros serviços,854, outras actividades educativas,Grupo,0,Variações,Volume de negócios,1991,-7.3,-2,4.3,5.4,-5.8,0,3.2,-5.2,4,3.8,-5.6,4.8
Outros serviços,855,Actividades de serviço de apoio a educação,Grupo,0,Variações,Volume de negócios,1991,-7.1,-9.8,-9.6,5.7,-4.1,-7.9,-5.9,-2.7,4.7,0,9.3,4.4
Outros serviços,861,Actividades dos estabelecimentos de saude com internamento,Grupo,0,Variações,Volume de negócios,1991,-0.2,0.4,3.4,2.3,-2,-8.7,3.3,-8.8,-7.8,-3.7,-6.4,7.8
Outros serviços,862,Actividades de pratica clínica em ambulatório e de medecina dentária e odontologia,Grupo,0,Variações,Volume de negócios,1991,0.1,-7.3,6.6,-6.8,7.7,-9.3,-2.8,-4.8,-3.9,-8.2,-5.7,-1.2
Outros serviços,869,Outras  actividades de saude humana,Grupo,0,Variações,Volume de negócios,1991,-3.4,-9.7,-1.2,-7.9,6.6,9.4,4.6,-4.8,0.5,7.3,-7.9,7.7
Outros serviços,920,Lotarias e outros jogos de aposta,Grupo,0,Variações,Volume de negócios,1991,-6.5,1.9,-7.6,-1.5,-7.6,7.7,2,-0.4,0.1,-8.2,-8.6,4.3
Outros serviços,931,Actividades desportivas,Grupo,0,Variações,Volume de negócios,1991,4.1,6.8,5.9,-4.1,-7.3,3.4,-9.1,-4,-8.6,7.5,6.4,-8.3
Outros serviços,932,Outras actividades de diversão e recreativas ,Grupo,0,Variações,Volume de negócios,1991,5.2,-6.4,2.5,4.8,2.6,-2,8.9,-5.7,5.3,1,-7.1,-3
Outros serviços,951,Reparação  de computadores e equipamento de comunicações,Grupo,0,Variações,Volume de negócios,1991,-5.4,5,6.4,-4.8,-7.7,1.9,7.8,-8.3,3.6,-3.8,-5.9,7.3
Outros serviços,952,Reparação de bens de uso pessoal e doméstico,Grupo,0,Variações,Volume de negócios,1991,0.5,8.7,-0.4,3.2,8.6,5.5,-6,0.3,6.9,-7.6,3.5,-5.4
Outros serviços,960,Outras actividades de serviços pessoais,Grupo,0,Variações,Volume de negócios,1991,2.7,-1.2,-5.6,-8.3,-4.6,2.1,9.7,-4.1,1.9,4.8,-7.1,8.3
Transporte e armazenagem,491,Transporte  por caminhos - de- ferro,Grupo,0,Variações,Volume de negócios,1991,-9.2,-6.9,1.3,0.5,-3.4,-2.6,7.5,7.4,-6.2,9.6,9.9,-5.7
Transporte e armazenagem,492,Outros transportes terrestres  de passageiros,Grupo,0,Variações,Volume de negócios,1991,2.1,-9.4,1.3,-9.3,-5.1,9.5,2,-5.7,2.9,3.8,-8,8.6
Transporte e armazenagem,493,Transportes por oleodutos e gasodutos (pipelines),Grupo,0,Variações,Volume de negócios,1991,-0.4,-0.5,-4,-7.5,9,-9.8,5.5,1.8,7.6,-2.6,-9.2,-9.6
Transporte e armazenagem,501,Transportes marítimos ,Grupo,0,Variações,Volume de negócios,1991,-4.2,4.5,-6.7,0.8,-2.2,-0.5,-7.5,-5.9,1.7,-3.6,4.2,7.8
Transporte e armazenagem,511,Transportes aéreos de passageiros ,Grupo,0,Variações,Volume de negócios,1991,5.6,9.9,-6.6,0.7,-9.7,4.8,6.4,-8.7,7.5,9.4,-7.6,4.7
Transporte e armazenagem,521,Armazenagem,Grupo,0,Variações,Volume de negócios,1991,-7.3,-8.9,-5.9,3.9,3.8,9.1,3.7,-4.1,-4.3,-3.6,-9.9,8.5
Transporte e armazenagem,522,Actividades auxiliares dos transportes ,Grupo,0,Variações,Volume de negócios,1991,-1,-9.9,-7.7,4.7,-9.1,-1,0.3,-0.8,0.6,-8.8,5.8,-0.1
Transporte e armazenagem,531,Actividades dos correios nacionais,Grupo,0,Variações,Volume de negócios,1991,9,-7.9,-8.6,-0.1,-6,-1.3,-5.5,5.6,-6.2,-2.3,8.1,-7.5
Transporte e armazenagem,532,Actividades postais independentes dos correios nacionais,Grupo,0,Variações,Volume de negócios,1991,9.4,-1.3,7.4,2.4,-4.4,-9,3.7,-7,-0.5,8.1,9.7,1.1
Comércio,G,Comércio por grosso e a retalho; reparação de veículos automóveis e motociclos ,Secção,0,Variações,Emprego,1991,6.7,-5.8,-2.9,-6.3,-1.6,-9.9,-2.3,-1.9,-9,3.4,-7.4,-3.8
Transporte e armazenagem,H,Transporte e armazenagem,Secção,0,Variações,Emprego,1991,-7.8,-9.2,-6,-9.4,9.2,3,-1.9,-5.7,-9.8,1.5,-1,-6.7
Outros serviços,J,Actividadesde informação e de comunicação ,Secção,0,Variações,Emprego,1991,-4.5,8.6,-0.2,0.4,2.6,0.4,8.8,6.8,1.3,1.3,-2.8,2.6
Outros serviços,K,Actividades financeiras e de seguros ,Secção,0,Variações,Emprego,1991,-7.5,-1.4,-1.4,-2.1,2.9,-3.3,-7.9,1.8,2.8,-3,-5.7,8.6
Outros serviços,L, Actividades imobiliárias,Secção,0,Variações,Emprego,1991,9.3,-7.8,0.2,1.7,9.2,6.8,9.3,2.2,-5,3,-7.4,5.3
Outros serviços,M,"Actividades de consultoria, científicas, técnicas  e similares",Secção,0,Variações,Emprego,1991,-6.4,8.6,5.2,3.8,-1.4,-7.4,-0.1,5.8,7.8,4.9,2.4,-7.3
Outros serviços,N,Actividades administrativas e dos serviços de apoio ,Secção,0,Variações,Emprego,1991,-9.7,8.3,3.4,6.6,-7.4,0,-2.4,-4.5,4.4,-6.1,9.6,1.7
Outros serviços,P, Educação,Secção,0,Variações,Emprego,1991,-4.2,3.9,-3.8,0.3,2.6,8.2,8.6,2,6.7,4,3.6,-1.8
Outros serviços,Q,Actividades de saúde humana e acção social,Secção,0,Variações,Emprego,1991,8,-9.4,-2.7,9,-9.1,5,7.4,1.7,-6.8,-8.9,-4.5,-6.2
Outros serviços,R,"Actividades artísticas, especáculos, desportivos e recreativos ",Secção,0,Variações,Emprego,1991,8.7,-5.9,5.2,6,6,-6,-6.3,-8.8,9.5,-3.8,4.8,-8
Outros serviços,S,Outras actividades de serviços,Secção,0,Variações,Emprego,1991,3.7,-4.9,-9.6,5,-1.4,-5.7,-2.7,7.1,-6.3,-3.5,1.6,1.7
Alojamento e restauração,I,"Alojamento,  restauração  e similares ",Secção,0,Variações,Emprego,1991,-6,-9.3,-2.3,8.1,-4.8,3,6.6,-1.3,-6.2,4.7,-6.9,-3.5
Alojamento e restauração,55,Alojamento,Divisão,0,Variações,Emprego,1991,3.6,0.9,2.3,-1.7,-4.4,3.4,-7,8.1,-8.8,2.5,-5.1,2.9
Alojamento e restauração,56,Restauração e similares,Divisão,0,Variações,Emprego,1991,-9.2,-3.9,-0.7,-8.4,1.6,7.7,-3.5,-9.5,-1.1,-2.6,4.6,5.5
Transporte e armazenagem,49,Transporte terrestres ; transpote por oleodutos ou gasodutos ,Divisão,0,Variações,Emprego,1991,-7,-0.8,0.3,1,4.4,-8,-5.7,6.8,-2.7,-8.5,-4.7,4.5
Transporte e armazenagem,50,Transporte por água ,Divisão,0,Variações,Emprego,1991,5.3,3.5,-5.5,-8,0.6,-3,-1.2,-0.2,2.3,10,-0.9,-9.8
Transporte e armazenagem,51,Transportes aéreos ,Divisão,0,Variações,Emprego,1991,-9.4,1.5,4.9,-0.7,5.7,0.6,6.7,6.6,5.7,-8.4,-2.4,4.3
Transporte e armazenagem,52,  armazenagem  e actividades  auxiliares dos transportes (inclui manuseamento),Divisão,0,Variações,Emprego,1991,7.8,-1.9,-8.9,-2,8.6,0.9,-9,-2.9,5.7,8.2,8.6,-9.9
Transporte e armazenagem,53,Actividades   postais e dos correios ,Divisão,0,Variações,Emprego,1991,-3.2,-7.4,7.7,-5.9,1.1,-3.9,-5.3,-1.6,-6.3,-1.9,-5.4,-7.7
Outros serviços,58,Actividades  de edição,Divisão,0,Variações,Emprego,1991,3.6,-3.3,0.1,-4.6,-7.4,7.3,-5.1,8.3,3.1,6.2,0.2,4.8
Outros serviços,59,"Actividades cinematográficas, de vídeo e produção de programas de televisão, edição de  música e gravação de som",Divisão,0,Variações,Emprego,1991,-1.3,-3.3,0.1,4.1,1.1,-7.3,3.3,-6.7,1.9,-0.9,8.8,-0.5
Outros serviços,60,Actividades de rádio e  de televisão  ,Divisão,0,Variações,Emprego,1991,-1.8,7,-6,-3.7,-5.4,5.8,9.1,-7.1,6.3,-2,-8.3,-4.5
Outros serviços,61,Telecomunicações,Divisão,0,Variações,Emprego,1991,2.6,-8.9,6.2,-5.1,-2.7,-1.7,4,-0.3,9,-2.3,2.7,-7
Outros serviços,62,Consultoria e programação  informática actividades  relacionadas  ,Divisão,0,Variações,Emprego,1991,-6.1,7.1,7.3,4.1,-1.2,9.1,2.6,9.5,8.6,8.9,-4.3,8.2
Outros serviços,63,Actividades dos serviços de informação,Divisão,0,Variações,Emprego,1991,-2.4,1.3,-6.3,-4.9,9.4,-3.7,5.4,-9.2,-5.9,-7,-2.4,6.2
Outros serviços,65,"Seguros, ressguros e fundos de pensões, excepto segurança social obrigatória ",Divisão,0,Variações,Emprego,1991,5,-4.5,-9,9.6,5.6,-7.5,5.6,6.6,-9.1,-3.6,6.7,-9.8
Outros serviços,68,Actividades imobiliárias ,Divisão,0,Variações,Emprego,1991,6.7,8.4,7.2,4.2,-9.2,8.6,4.4,8.2,-2.3,-4,7.9,0
Outros serviços,69,Actividades jurídicas e  de contabilidade,Divisão,0,Variações,Emprego,1991,-4.4,-0.4,9.9,8,3.4,-2.3,0.8,6.3,-5.3,2.3,9.6,-6
Outros serviços,70,Actividades das  sedes sociais e de consultoria para   negócios  e a gestão  ,Divisão,0,Variações,Emprego,1991,-4.2,4.9,-5.7,-0.2,-1.8,5.8,7.6,-7.4,9.1,2.3,-9.4,6.2
Outros serviços,71,"Actividades de arquitectura, de engenharia e técnicas afins; actividades de ensaios e de análises técnicas ",Divisão,0,Variações,Emprego,1991,-7.9,-6.8,-1.4,-5.2,9.2,-5.9,5.9,2.6,-3.8,1,2,3.9
Outros serviços,73," publicidade,  estudos de mercado e sondagens de opinião ",Divisão,0,Variações,Emprego,1991,3,9.6,0.7,-7.3,-3.5,-7.4,6.1,-0.9,-3.9,-3.8,-9.7,0
Outros serviços,74,"Outras actividades de consultoria,  científicas, técnicas e similares",Divisão,0,Variações,Emprego,1991,2.2,5.6,-4.6,-4.4,8.4,2.5,-3.6,-7.9,-7.8,-1.1,5.8,-1.8
Outros serviços,75,Actividades veterinarias,Divisão,0,Variações,Emprego,1991,7.3,-9.1,-2.5,-7.8,9.9,-7.8,-4,-9.5,-7.6,3.2,4.4,4
Outros serviços,77,Actividades de aluguer,Divisão,0,Variações,Emprego,1991,-3.8,5.2,3.2,-7.1,-6.9,-6.3,6.5,5.5,1.9,1.1,3,-6.2
Outros serviços,79,"Agências de viagem, operadores turísticos e outros serviços  de reservas  e actividades relacionadas ",Divisão,0,Variações,Emprego,1991,-8.8,0.2,5.9,2.3,2.9,-6.6,-8.1,-9.4,-3.2,10,4.7,-4.2
Outros serviços,80,Actividades de investigação e segurança,Divisão,0,Variações,Emprego,1991,2.4,-2.2,2.2,5,3,8.3,-9.2,-9.8,3.2,7,-3.9,1.3
Outros serviços,81,"Actividades relacionadas com edifícios, plantação e manutenção  de jardins ",Divisão,0,Variações,Emprego,1991,-1.2,-2.7,-6.1,-6.6,-1.1,0.2,-9.7,8.1,8.3,5.2,2.6,-2.6
Outros serviços,82,Actividades de serviços administrativos e  de apoio prestados ás empresas ,Divisão,0,Variações,Emprego,1991,6.1,9,1.2,-8.6,-3.5,1.1,7.7,-7.1,5.6,4.9,7.4,-4.5
Outros serviços,85,Educação,Divisão,0,Variações,Emprego,1991,7.5,3.5,-7.4,-2.2,-4.6,3.4,7.7,-2.7,6.4,4.8,1.6,-5.9
Outros serviços,86,Actividades de saúde humana ,Divisão,0,Variações,Emprego,1991,-8.7,-8.1,2.7,5.4,-2.5,-3.4,4.6,3.3,4.2,9.5,-2.2,-3.6
Outros serviços,92,Lotarias e outros jogos de aposta,Divisão,0,Variações,Emprego,1991,1.9,-4.2,6.7,0.4,-9.2,-5.5,5.1,2,9,-1.9,8.7,-6.8
Outros serviços,93,"Actividades desportivas, de diversão e   recreativas ",Divisão,0,Variações,Emprego,1991,-4.2,2.5,9.8,-9.6,3.1,1.8,1.4,6.4,-4.9,-0.9,9.6,-5.7
Outros serviços,95,Reparação de computadores e bens de uso pessoal e doméstico,Divisão,0,Variações,Emprego,1991,6.7,7,2.7,4,4.9,-4.1,-3.4,2.3,-9.4,-2.1,4.1,9.8
Outros serviços,96,Outras actividades de serviços pessoais,Divisão,0,Variações,Emprego,1991,7.4,5.3,-7.5,-8.5,-9.1,1.7,2.1,0,-2.4,-5,0.5,-7.2
Comércio,45,Comércio por grosso e a retalho; manutenção e reparação de veículos automóveis e motociclos ,Divisão,0,Variações,Emprego,1991,8,-5.5,-6.8,8.9,3.5,7.7,9.2,-9.1,-7.5,-0.3,6.7,-2.6
Comércio,46,"Comércio por grosso (inclui  agentes) , excepto de  veículos automóveis e motociclos ",Divisão,0,Variações,Emprego,1991,4.6,-3.4,-5.3,1.3,-3.2,-9.5,-1.5,-5.2,-5.5,-3.9,-8.4,-0.2
Comércio,47,"Comércio a retalho, excepto de veículos automóveis e motociclos ",Divisão,0,Variações,Emprego,1991,5.4,-4.4,-9.5,-0.4,3.3,-3.3,4,-0.7,6.7,-4.3,-0.7,-5
Comércio,451,Comércio de veículos automóveis ,Grupo,0,Variações,Emprego,1991,7.6,-9.9,2.6,4.7,6.6,8.3,-9.7,-4.1,-4.5,6.6,3.2,9.8
Comércio,452,Manutenção e reparação de veículos automóveis,Grupo,0,Variações,Emprego,1991,-9.9,-9.3,7.2,-9,6.1,-8.6,8,0.1,2.5,-3.5,-5.6,-3
Comércio,453,Comércio de peças e acessórios para veículos automóveis,Grupo,0,Variações,Emprego,1991,-1,-7.8,-8.7,9,-4.9,-1.4,-7.9,9.5,6.9,-7.2,-4.8,-4
Comércio,454,"Comércio, manutenção e reparação de motociclos, de suas peças e acessórios",Grupo,0,Variações,Emprego,1991,-7.7,9.7,-7.6,-4.8,-8.4,9.8,3.7,8.8,-4.6,-9.8,-4.2,-0.3
Comércio,461,Agentes do comércio por grosso,Grupo,0,Variações,Emprego,1991,-3.6,8.4,9.2,7.4,-5,8.2,7.1,4.7,1.9,-2.8,1.3,0.9
Comércio,462,"Comércio por grosso de produtos agrícolas brutos, animais vivos",Grupo,0,Variações,Emprego,1991,-4.4,8.2,4.6,8.7,7.8,3,-2.8,-3.8,8,-3.6,-3.9,9
